o_zone_id,d_zone_id,distance,node_sequence,link_sequence
1000048,1000015,53716.24,1000048;1500071;1500036;1500047;1000033;1500046;1500058;1500038;1500007;1500001;1500073;1500029;1500041;1500055;1500017;1500004;1500010;1500032;1500014;1500026;1000015,1000502;1000031;1000032;1000455;1000452;1000009;1000010;1000011;1000012;1000013;1000014;1000015;1000016;1000017;1000018;1000019;1000020;1000021;1000022;1000413
1000048,1000016,25556.05,1000048;1500071;1500036;1500047;1000033;1500046;1500058;1500038;1000026;1500224;1500197;1500207;1000016,1000502;1000031;1000032;1000455;1000452;1000009;1000010;1000437;1000808;1000190;1000191;1000775
1000048,1000017,33408.78,1000048;1500071;1500036;1500047;1000033;1500046;1500058;1500038;1000026;1500224;1500197;1500207;1500228;1500231;1000037;1500374;1500367;1000017,1000502;1000031;1000032;1000455;1000452;1000009;1000010;1000437;1000808;1000190;1000191;1000192;1000193;1000823;1001108;1000361;1001095
1000048,1000018,60265.81,1000048;1500071;1500036;1500047;1000033;1500046;1500058;1500038;1500007;1500001;1000001;1500246;1500257;1500255;1500251;1000013;1500313;1500326;1500309;1000008;1500097;1500098;1500110;1500102;1000018,1000502;1000031;1000032;1000455;1000452;1000009;1000010;1000011;1000012;1000363;1000852;1000241;1000242;1000243;1000863;1000986;1000306;1000307;1000979;1000554;1000104;1000105;1000106;1000565
1000048,1000019,35708.05,1000048;1500071;1500036;1500047;1000033;1500046;1500058;1500038;1500007;1500001;1500073;1500029;1000019,1000502;1000031;1000032;1000455;1000452;1000009;1000010;1000011;1000012;1000013;1000014;1000419
1000048,1000020,61267.13,1000048;1500071;1500036;1500047;1000033;1500046;1500058;1500038;1500007;1500001;1000001;1500246;1500257;1500255;1500251;1000013;1500313;1500326;1500309;1000008;1500249;1500256;1500264;1500265;1500254;1000020,1000502;1000031;1000032;1000455;1000452;1000009;1000010;1000011;1000012;1000363;1000852;1000241;1000242;1000243;1000863;1000986;1000306;1000307;1000979;1000858;1000246;1000247;1000248;1000249;1000869
1000048,1000021,31558.38,1000048;1500071;1500036;1500047;1000033;1500046;1500058;1500038;1500007;1500001;1000001;1500246;1500257;1500255;1000021,1000502;1000031;1000032;1000455;1000452;1000009;1000010;1000011;1000012;1000363;1000852;1000241;1000242;1000871
1000048,1000022,47714.18,1000048;1500071;1500036;1500047;1000033;1500046;1500058;1500038;1500007;1500001;1500073;1500029;1500041;1500055;1500017;1500004;1500010;1500032;1000022,1000502;1000031;1000032;1000455;1000452;1000009;1000010;1000011;1000012;1000013;1000014;1000015;1000016;1000017;1000018;1000019;1000020;1000425
1000048,1000023,47263.88,1000048;1500071;1500036;1500047;1000033;1500046;1500058;1500038;1500007;1500001;1000001;1500246;1500257;1500255;1500251;1000013;1500313;1500326;1500309;1000008;1500249;1500256;1000023,1000502;1000031;1000032;1000455;1000452;1000009;1000010;1000011;1000012;1000363;1000852;1000241;1000242;1000243;1000863;1000986;1000306;1000307;1000979;1000858;1000246;1000873
1000048,1000024,5850.87,1000048;1500070;1500035;1000024,1000500;1000007;1000431
1000048,1000025,27557.33,1000048;1500071;1500036;1500047;1000033;1500046;1500058;1500038;1500007;1500001;1000001;1500246;1500257;1000025,1000502;1000031;1000032;1000455;1000452;1000009;1000010;1000011;1000012;1000363;1000852;1000241;1000875
1000048,1000026,18703.97,1000048;1500071;1500036;1500047;1000033;1500046;1500058;1500038;1000026,1000502;1000031;1000032;1000455;1000452;1000009;1000010;1000437
1000048,1000027,74422.22,1000048;1500071;1500036;1500047;1000033;1500046;1500058;1500038;1500007;1500001;1500073;1500029;1500041;1000029;1500089;1500090;1500081;1000011;1500339;1500334;1500336;1500345;1500338;1500341;1500340;1500355;1500353;1500354;1500347;1000027,1000502;1000031;1000032;1000455;1000452;1000009;1000010;1000011;1000012;1000013;1000014;1000015;1000443;1000538;1000083;1000084;1000523;1001038;1000328;1000329;1000330;1000331;1000332;1000333;1000334;1000335;1000336;1000338;1001055
1000048,1000028,76269.46,1000048;1500071;1500036;1500047;1000033;1500046;1500058;1500038;1500007;1500001;1000001;1500246;1500257;1500255;1500251;1000013;1500313;1500326;1500309;1000008;1500249;1500256;1500264;1500265;1500254;1500266;1500259;1000028,1000502;1000031;1000032;1000455;1000452;1000009;1000010;1000011;1000012;1000363;1000852;1000241;1000242;1000243;1000863;1000986;1000306;1000307;1000979;1000858;1000246;1000247;1000248;1000249;1000250;1000251;1000879
1000048,1000029,36709.05,1000048;1500071;1500036;1500047;1000033;1500046;1500058;1500038;1500007;1500001;1500073;1500029;1500041;1000029,1000502;1000031;1000032;1000455;1000452;1000009;1000010;1000011;1000012;1000013;1000014;1000015;1000443
1000048,1000030,27557.05,1000048;1500071;1500036;1500047;1000033;1500046;1500058;1500038;1000026;1500224;1500197;1500207;1500228;1000030,1000502;1000031;1000032;1000455;1000452;1000009;1000010;1000437;1000808;1000190;1000191;1000192;1000817
1000048,1000031,11852.62,1000048;1500184;1500166;1500137;1500158;1000031,1000728;1000152;1000153;1000154;1000677
1000048,1000032,43411.03,1000048;1500071;1500036;1500047;1000033;1500046;1500058;1500038;1500007;1500001;1000001;1500246;1500257;1500255;1500251;1000013;1500189;1500190;1000032,1000502;1000031;1000032;1000455;1000452;1000009;1000010;1000011;1000012;1000363;1000852;1000241;1000242;1000243;1000863;1000738;1000180;1000741
1000048,1000033,9851.90,1000048;1500071;1500036;1500047;1000033,1000502;1000031;1000032;1000455
1000048,1000034,31854.59,1000048;1500184;1500166;1500137;1500158;1500169;1500163;1000034,1000728;1000152;1000153;1000154;1000155;1000156;1000687
1000048,1000035,2850.79,1000048;1500184;1500166;1000035,1000728;1000152;1000693
1000048,1000036,17853.59,1000048;1500184;1500166;1500137;1500158;1500169;1000036,1000728;1000152;1000153;1000154;1000155;1000699
1000048,1000037,30557.98,1000048;1500071;1500036;1500047;1000033;1500046;1500058;1500038;1000026;1500224;1500197;1500207;1500228;1500231;1000037,1000502;1000031;1000032;1000455;1000452;1000009;1000010;1000437;1000808;1000190;1000191;1000192;1000193;1000823
1000048,1000038,38710.07,1000048;1500071;1500036;1500047;1000033;1500046;1500058;1500038;1500007;1500001;1500073;1500029;1500041;1500055;1000038,1000502;1000031;1000032;1000455;1000452;1000009;1000010;1000011;1000012;1000013;1000014;1000015;1000016;1000471
1000048,1000039,38409.76,1000048;1500071;1500036;1500047;1000033;1500046;1500058;1500038;1000026;1500224;1500197;1500207;1500228;1500231;1000037;1500374;1500367;1500376;1000039,1000502;1000031;1000032;1000455;1000452;1000009;1000010;1000437;1000808;1000190;1000191;1000192;1000193;1000823;1001108;1000361;1000362;1001113
1000048,1000040,15702.93,1000048;1500071;1500036;1500047;1000033;1500046;1500058;1000040,1000502;1000031;1000032;1000455;1000452;1000009;1000477
1000048,1000041,39410.81,1000048;1500071;1500036;1500047;1000033;1500046;1500058;1500038;1500007;1500001;1000001;1500246;1500257;1000025;1500106;1500104;1500100;1500109;1000041,1000502;1000031;1000032;1000455;1000452;1000009;1000010;1000011;1000012;1000363;1000852;1000241;1000875;1000572;1000100;1000101;1000102;1000579
1000048,1000042,64719.39,1000048;1500071;1500036;1500047;1000033;1500046;1500058;1500038;1500007;1500001;1500073;1500029;1500041;1500055;1500017;1500004;1500010;1500032;1500014;1500026;1500020;1500067;1500061;1000042,1000502;1000031;1000032;1000455;1000452;1000009;1000010;1000011;1000012;1000013;1000014;1000015;1000016;1000017;1000018;1000019;1000020;1000021;1000022;1000023;1000024;1000025;1000483
1000048,1000043,69720.44,1000048;1500071;1500036;1500047;1000033;1500046;1500058;1500038;1500007;1500001;1500073;1500029;1500041;1500055;1500017;1500004;1500010;1500032;1500014;1500026;1500020;1500067;1500061;1500064;1000043,1000502;1000031;1000032;1000455;1000452;1000009;1000010;1000011;1000012;1000013;1000014;1000015;1000016;1000017;1000018;1000019;1000020;1000021;1000022;1000023;1000024;1000025;1000026;1000489
1000048,1000044,51264.96,1000048;1500071;1500036;1500047;1000033;1500046;1500058;1500038;1500007;1500001;1000001;1500246;1500257;1500255;1500251;1000013;1500313;1500326;1500309;1000008;1500249;1500256;1500264;1000044,1000502;1000031;1000032;1000455;1000452;1000009;1000010;1000011;1000012;1000363;1000852;1000241;1000242;1000243;1000863;1000986;1000306;1000307;1000979;1000858;1000246;1000247;1000889
1000048,1000045,61718.33,1000048;1500071;1500036;1500047;1000033;1500046;1500058;1500038;1500007;1500001;1500073;1500029;1500041;1500055;1500017;1500004;1500010;1500032;1500014;1500026;1500020;1500067;1000045,1000502;1000031;1000032;1000455;1000452;1000009;1000010;1000011;1000012;1000013;1000014;1000015;1000016;1000017;1000018;1000019;1000020;1000021;1000022;1000023;1000024;1000495
1000048,1000046,56266.06,1000048;1500071;1500036;1500047;1000033;1500046;1500058;1500038;1500007;1500001;1000001;1500246;1500257;1500255;1500251;1000013;1500313;1500326;1500309;1000008;1500249;1500256;1500264;1500265;1000046,1000502;1000031;1000032;1000455;1000452;1000009;1000010;1000011;1000012;1000363;1000852;1000241;1000242;1000243;1000863;1000986;1000306;1000307;1000979;1000858;1000246;1000247;1000248;1000891
1000048,1000047,67268.25,1000048;1500071;1500036;1500047;1000033;1500046;1500058;1500038;1500007;1500001;1000001;1500246;1500257;1500255;1500251;1000013;1500313;1500326;1500309;1000008;1500249;1500256;1500264;1500265;1500254;1500266;1000047,1000502;1000031;1000032;1000455;1000452;1000009;1000010;1000011;1000012;1000363;1000852;1000241;1000242;1000243;1000863;1000986;1000306;1000307;1000979;1000858;1000246;1000247;1000248;1000249;1000250;1000893
1000048,1000049,57264.82,1000048;1500071;1500036;1500047;1000033;1500046;1500058;1500038;1500007;1500001;1000001;1500246;1500257;1500255;1500251;1000013;1500313;1500326;1500309;1000008;1500097;1500098;1500110;1000049,1000502;1000031;1000032;1000455;1000452;1000009;1000010;1000011;1000012;1000363;1000852;1000241;1000242;1000243;1000863;1000986;1000306;1000307;1000979;1000554;1000104;1000105;1000581
1000048,1000050,28707.02,1000048;1500071;1500036;1500047;1000033;1500046;1500058;1500038;1500007;1500001;1500073;1000050,1000502;1000031;1000032;1000455;1000452;1000009;1000010;1000011;1000012;1000013;1000507
1000049,1000001,33708.28,1000049;1500092;1500080;1500079;1000008;1500200;1500237;1500204;1500215;1500221;1500191;1000001,1000544;1000074;1000075;1000519;1000760;1000183;1000184;1000185;1000186;1000187;1000743
1000049,1000002,50712.89,1000049;1500092;1500080;1500079;1500091;1500082;1500086;1500088;1500093;1000050;1500073;1500029;1500041;1500055;1500017;1500004;1000002,1000544;1000074;1000075;1000076;1000077;1000078;1000079;1000080;1000547;1000506;1000014;1000015;1000016;1000017;1000018;1000369
1000049,1000003,34709.27,1000049;1500092;1500080;1500079;1000008;1500200;1500237;1500204;1500215;1500221;1500191;1500194;1000003,1000544;1000074;1000075;1000519;1000760;1000183;1000184;1000185;1000186;1000187;1000188;1000749
1000049,1000004,52713.92,1000049;1500092;1500080;1500079;1500091;1500082;1500086;1500088;1500093;1000050;1500073;1500029;1500041;1500055;1500017;1500004;1500010;1000004,1000544;1000074;1000075;1000076;1000077;1000078;1000079;1000080;1000547;1000506;1000014;1000015;1000016;1000017;1000018;1000019;1000381
1000049,1000005,96419.57,1000049;1500092;1500080;1500079;1000008;1500200;1500237;1500204;1500215;1500221;1500191;1500194;1500224;1000026;1500151;1500174;1500160;1500148;1500183;1500165;1500136;1000014;1500137;1500158;1500169;1500163;1500126;1000005,1000544;1000074;1000075;1000519;1000760;1000183;1000184;1000185;1000186;1000187;1000188;1000189;1000809;1000662;1000124;1000125;1000126;1000127;1000128;1000129;1000633;1000634;1000154;1000155;1000156;1000157;1000613
1000049,1000006,42711.17,1000049;1500092;1500080;1500079;1000008;1500200;1500237;1500204;1500215;1500221;1500191;1500194;1500224;1500197;1000006,1000544;1000074;1000075;1000519;1000760;1000183;1000184;1000185;1000186;1000187;1000188;1000189;1000190;1000755
1000049,1000007,57715.99,1000049;1500092;1500080;1500079;1500091;1500082;1500086;1500088;1500093;1000050;1500073;1500029;1500041;1500055;1500017;1500004;1500010;1500032;1500014;1000007,1000544;1000074;1000075;1000076;1000077;1000078;1000079;1000080;1000547;1000506;1000014;1000015;1000016;1000017;1000018;1000019;1000020;1000021;1000389
1000049,1000008,14852.76,1000049;1500092;1500080;1500079;1000008,1000544;1000074;1000075;1000519
1000049,1000009,53562.12,1000049;1500092;1500080;1500079;1000008;1500249;1500256;1000023;1500320;1500327;1500329;1500317;1500331;1500323;1500311;1000009,1000544;1000074;1000075;1000519;1000858;1000246;1000873;1001000;1000309;1000310;1000311;1000312;1000313;1000314;1000983
1000049,1000010,10851.77,1000049;1500092;1500080;1000010,1000544;1000074;1000521
1000049,1000011,47861.57,1000049;1500092;1500080;1500079;1500091;1500082;1500086;1500088;1500093;1500085;1500089;1500090;1500081;1000011,1000544;1000074;1000075;1000076;1000077;1000078;1000079;1000080;1000081;1000082;1000083;1000084;1000523
1000049,1000012,66718.07,1000049;1500092;1500080;1500079;1500091;1500082;1500086;1500088;1500093;1000050;1500073;1500029;1500041;1500055;1500017;1500004;1500010;1500032;1500014;1500026;1500020;1000012,1000544;1000074;1000075;1000076;1000077;1000078;1000079;1000080;1000547;1000506;1000014;1000015;1000016;1000017;1000018;1000019;1000020;1000021;1000022;1000023;1000401
1000049,1000013,22705.39,1000049;1500092;1500080;1500079;1000008;1500200;1500237;1500204;1000013,1000544;1000074;1000075;1000519;1000760;1000183;1000184;1000769
1000049,1000014,64566.08,1000049;1500092;1500080;1500079;1000008;1500200;1500237;1500204;1500215;1500221;1500191;1500194;1500224;1000026;1500151;1500174;1500160;1500148;1500183;1500165;1500136;1000014,1000544;1000074;1000075;1000519;1000760;1000183;1000184;1000185;1000186;1000187;1000188;1000189;1000809;1000662;1000124;1000125;1000126;1000127;1000128;1000129;1000633
1000049,1000015,61717.02,1000049;1500092;1500080;1500079;1500091;1500082;1500086;1500088;1500093;1000050;1500073;1500029;1500041;1500055;1500017;1500004;1500010;1500032;1500014;1500026;1000015,1000544;1000074;1000075;1000076;1000077;1000078;1000079;1000080;1000547;1000506;1000014;1000015;1000016;1000017;1000018;1000019;1000020;1000021;1000022;1000413
1000049,1000016,44712.13,1000049;1500092;1500080;1500079;1000008;1500200;1500237;1500204;1500215;1500221;1500191;1500194;1500224;1500197;1500207;1000016,1000544;1000074;1000075;1000519;1000760;1000183;1000184;1000185;1000186;1000187;1000188;1000189;1000190;1000191;1000775
1000049,1000017,52564.86,1000049;1500092;1500080;1500079;1000008;1500200;1500237;1500204;1500215;1500221;1500191;1500194;1500224;1500197;1500207;1500228;1500231;1000037;1500374;1500367;1000017,1000544;1000074;1000075;1000519;1000760;1000183;1000184;1000185;1000186;1000187;1000188;1000189;1000190;1000191;1000192;1000193;1000823;1001108;1000361;1001095
1000049,1000018,3851.75,1000049;1500110;1500102;1000018,1000580;1000106;1000565
1000049,1000019,42858.54,1000049;1500092;1500080;1500079;1500091;1500082;1500086;1500088;1500093;1500085;1000019,1000544;1000074;1000075;1000076;1000077;1000078;1000079;1000080;1000081;1000531
1000049,1000020,33707.83,1000049;1500092;1500080;1500079;1000008;1500249;1500256;1500264;1500265;1500254;1000020,1000544;1000074;1000075;1000519;1000858;1000246;1000247;1000248;1000249;1000869
1000049,1000021,26706.35,1000049;1500092;1500080;1500079;1000008;1500200;1500237;1500204;1500215;1000021,1000544;1000074;1000075;1000519;1000760;1000183;1000184;1000185;1000791
1000049,1000022,55714.96,1000049;1500092;1500080;1500079;1500091;1500082;1500086;1500088;1500093;1000050;1500073;1500029;1500041;1500055;1500017;1500004;1500010;1500032;1000022,1000544;1000074;1000075;1000076;1000077;1000078;1000079;1000080;1000547;1000506;1000014;1000015;1000016;1000017;1000018;1000019;1000020;1000425
1000049,1000023,19704.58,1000049;1500092;1500080;1500079;1000008;1500249;1500256;1000023,1000544;1000074;1000075;1000519;1000858;1000246;1000873
1000049,1000024,52563.26,1000049;1500092;1500080;1500079;1000008;1500200;1500237;1500204;1500215;1500221;1500191;1500194;1500224;1000026;1500151;1500174;1500160;1500148;1000024,1000544;1000074;1000075;1000519;1000760;1000183;1000184;1000185;1000186;1000187;1000188;1000189;1000809;1000662;1000124;1000125;1000126;1000657
1000049,1000025,30707.30,1000049;1500092;1500080;1500079;1000008;1500200;1500237;1500204;1500215;1500221;1000025,1000544;1000074;1000075;1000519;1000760;1000183;1000184;1000185;1000186;1000803
1000049,1000026,38710.23,1000049;1500092;1500080;1500079;1000008;1500200;1500237;1500204;1500215;1500221;1500191;1500194;1500224;1000026,1000544;1000074;1000075;1000519;1000760;1000183;1000184;1000185;1000186;1000187;1000188;1000189;1000809
1000049,1000027,81722.25,1000049;1500092;1500080;1500079;1500091;1500082;1500086;1500088;1500093;1000050;1500356;1500344;1500348;1500351;1500339;1500334;1500336;1500345;1500338;1500341;1500340;1500355;1500353;1500354;1500347;1000027,1000544;1000074;1000075;1000076;1000077;1000078;1000079;1000080;1000547;1001072;1000324;1000325;1000326;1000327;1000328;1000329;1000330;1000331;1000332;1000333;1000334;1000335;1000336;1000338;1001055
1000049,1000028,48710.15,1000049;1500092;1500080;1500079;1000008;1500249;1500256;1500264;1500265;1500254;1500266;1500259;1000028,1000544;1000074;1000075;1000519;1000858;1000246;1000247;1000248;1000249;1000250;1000251;1000879
