o_zone_id,d_zone_id,distance,node_sequence,link_sequence
1000005,1000026,52859.81,1000005;1500013;1500049;1500053;1500044;1500023;1500050;1500070;1500035;1500046;1500058;1500038;1000026,1000386;1000001;1000002;1000003;1000004;1000005;1000006;1000007;1000008;1000009;1000010;1000437
1000005,1000027,108578.07,1000005;1500013;1500049;1500053;1500044;1500023;1500050;1500070;1500035;1500046;1500058;1500038;1500007;1500001;1500073;1500029;1500041;1000029;1500089;1500090;1500081;1000011;1500339;1500334;1500336;1500345;1500338;1500341;1500340;1500355;1500353;1500354;1500347;1000027,1000386;1000001;1000002;1000003;1000004;1000005;1000006;1000007;1000008;1000009;1000010;1000011;1000012;1000013;1000014;1000015;1000443;1000538;1000083;1000084;1000523;1001038;1000328;1000329;1000330;1000331;1000332;1000333;1000334;1000335;1000336;1000338;1001055
1000005,1000028,110425.30,1000005;1500013;1500049;1500053;1500044;1500023;1500050;1500070;1500035;1500046;1500058;1500038;1500007;1500001;1000001;1500246;1500257;1500255;1500251;1000013;1500313;1500326;1500309;1000008;1500249;1500256;1500264;1500265;1500254;1500266;1500259;1000028,1000386;1000001;1000002;1000003;1000004;1000005;1000006;1000007;1000008;1000009;1000010;1000011;1000012;1000363;1000852;1000241;1000242;1000243;1000863;1000986;1000306;1000307;1000979;1000858;1000246;1000247;1000248;1000249;1000250;1000251;1000879
1000005,1000029,70864.90,1000005;1500013;1500049;1500053;1500044;1500023;1500050;1500070;1500035;1500046;1500058;1500038;1500007;1500001;1500073;1500029;1500041;1000029,1000386;1000001;1000002;1000003;1000004;1000005;1000006;1000007;1000008;1000009;1000010;1000011;1000012;1000013;1000014;1000015;1000443
1000005,1000030,61712.89,1000005;1500013;1500049;1500053;1500044;1500023;1500050;1500070;1500035;1500046;1500058;1500038;1000026;1500224;1500197;1500207;1500228;1000030,1000386;1000001;1000002;1000003;1000004;1000005;1000006;1000007;1000008;1000009;1000010;1000437;1000808;1000190;1000191;1000192;1000817
1000005,1000031,23852.42,1000005;1500013;1500049;1500053;1500044;1000031,1000386;1000001;1000002;1000003;1000449
1000005,1000032,77566.87,1000005;1500013;1500049;1500053;1500044;1500023;1500050;1500070;1500035;1500046;1500058;1500038;1500007;1500001;1000001;1500246;1500257;1500255;1500251;1000013;1500189;1500190;1000032,1000386;1000001;1000002;1000003;1000004;1000005;1000006;1000007;1000008;1000009;1000010;1000011;1000012;1000363;1000852;1000241;1000242;1000243;1000863;1000738;1000180;1000741
1000005,1000033,44707.04,1000005;1500013;1500049;1500053;1000036;1500054;1500045;1500024;1500051;1500071;1500036;1500047;1000033,1000386;1000001;1000002;1000467;1000468;1000027;1000028;1000029;1000030;1000031;1000032;1000455
1000005,1000034,7850.39,1000005;1500013;1500049;1000034,1000386;1000001;1000459
1000005,1000035,31854.59,1000005;1500013;1500049;1500053;1500044;1500023;1500050;1000035,1000386;1000001;1000002;1000003;1000004;1000005;1000461
1000005,1000036,17851.39,1000005;1500013;1500049;1500053;1000036,1000386;1000001;1000002;1000467
1000005,1000037,64713.83,1000005;1500013;1500049;1500053;1500044;1500023;1500050;1500070;1500035;1500046;1500058;1500038;1000026;1500224;1500197;1500207;1500228;1500231;1000037,1000386;1000001;1000002;1000003;1000004;1000005;1000006;1000007;1000008;1000009;1000010;1000437;1000808;1000190;1000191;1000192;1000193;1000823
1000005,1000038,72865.91,1000005;1500013;1500049;1500053;1500044;1500023;1500050;1500070;1500035;1500046;1500058;1500038;1500007;1500001;1500073;1500029;1500041;1500055;1000038,1000386;1000001;1000002;1000003;1000004;1000005;1000006;1000007;1000008;1000009;1000010;1000011;1000012;1000013;1000014;1000015;1000016;1000471
1000005,1000039,72565.60,1000005;1500013;1500049;1500053;1500044;1500023;1500050;1500070;1500035;1500046;1500058;1500038;1000026;1500224;1500197;1500207;1500228;1500231;1000037;1500374;1500367;1500376;1000039,1000386;1000001;1000002;1000003;1000004;1000005;1000006;1000007;1000008;1000009;1000010;1000437;1000808;1000190;1000191;1000192;1000193;1000823;1001108;1000361;1000362;1001113
1000005,1000040,49858.77,1000005;1500013;1500049;1500053;1500044;1500023;1500050;1500070;1500035;1500046;1500058;1000040,1000386;1000001;1000002;1000003;1000004;1000005;1000006;1000007;1000008;1000009;1000477
1000005,1000041,73566.66,1000005;1500013;1500049;1500053;1500044;1500023;1500050;1500070;1500035;1500046;1500058;1500038;1500007;1500001;1000001;1500246;1500257;1000025;1500106;1500104;1500100;1500109;1000041,1000386;1000001;1000002;1000003;1000004;1000005;1000006;1000007;1000008;1000009;1000010;1000011;1000012;1000363;1000852;1000241;1000875;1000572;1000100;1000101;1000102;1000579
1000005,1000042,98875.23,1000005;1500013;1500049;1500053;1500044;1500023;1500050;1500070;1500035;1500046;1500058;1500038;1500007;1500001;1500073;1500029;1500041;1500055;1500017;1500004;1500010;1500032;1500014;1500026;1500020;1500067;1500061;1000042,1000386;1000001;1000002;1000003;1000004;1000005;1000006;1000007;1000008;1000009;1000010;1000011;1000012;1000013;1000014;1000015;1000016;1000017;1000018;1000019;1000020;1000021;1000022;1000023;1000024;1000025;1000483
1000005,1000043,103876.28,1000005;1500013;1500049;1500053;1500044;1500023;1500050;1500070;1500035;1500046;1500058;1500038;1500007;1500001;1500073;1500029;1500041;1500055;1500017;1500004;1500010;1500032;1500014;1500026;1500020;1500067;1500061;1500064;1000043,1000386;1000001;1000002;1000003;1000004;1000005;1000006;1000007;1000008;1000009;1000010;1000011;1000012;1000013;1000014;1000015;1000016;1000017;1000018;1000019;1000020;1000021;1000022;1000023;1000024;1000025;1000026;1000489
1000005,1000044,85420.80,1000005;1500013;1500049;1500053;1500044;1500023;1500050;1500070;1500035;1500046;1500058;1500038;1500007;1500001;1000001;1500246;1500257;1500255;1500251;1000013;1500313;1500326;1500309;1000008;1500249;1500256;1500264;1000044,1000386;1000001;1000002;1000003;1000004;1000005;1000006;1000007;1000008;1000009;1000010;1000011;1000012;1000363;1000852;1000241;1000242;1000243;1000863;1000986;1000306;1000307;1000979;1000858;1000246;1000247;1000889
1000005,1000045,95874.17,1000005;1500013;1500049;1500053;1500044;1500023;1500050;1500070;1500035;1500046;1500058;1500038;1500007;1500001;1500073;1500029;1500041;1500055;1500017;1500004;1500010;1500032;1500014;1500026;1500020;1500067;1000045,1000386;1000001;1000002;1000003;1000004;1000005;1000006;1000007;1000008;1000009;1000010;1000011;1000012;1000013;1000014;1000015;1000016;1000017;1000018;1000019;1000020;1000021;1000022;1000023;1000024;1000495
1000005,1000046,90421.90,1000005;1500013;1500049;1500053;1500044;1500023;1500050;1500070;1500035;1500046;1500058;1500038;1500007;1500001;1000001;1500246;1500257;1500255;1500251;1000013;1500313;1500326;1500309;1000008;1500249;1500256;1500264;1500265;1000046,1000386;1000001;1000002;1000003;1000004;1000005;1000006;1000007;1000008;1000009;1000010;1000011;1000012;1000363;1000852;1000241;1000242;1000243;1000863;1000986;1000306;1000307;1000979;1000858;1000246;1000247;1000248;1000891
1000005,1000047,101424.10,1000005;1500013;1500049;1500053;1500044;1500023;1500050;1500070;1500035;1500046;1500058;1500038;1500007;1500001;1000001;1500246;1500257;1500255;1500251;1000013;1500313;1500326;1500309;1000008;1500249;1500256;1500264;1500265;1500254;1500266;1000047,1000386;1000001;1000002;1000003;1000004;1000005;1000006;1000007;1000008;1000009;1000010;1000011;1000012;1000363;1000852;1000241;1000242;1000243;1000863;1000986;1000306;1000307;1000979;1000858;1000246;1000247;1000248;1000249;1000250;1000893
1000005,1000048,34855.64,1000005;1500013;1500049;1500053;1500044;1500023;1500050;1500070;1000048,1000386;1000001;1000002;1000003;1000004;1000005;1000006;1000501
1000005,1000049,91420.66,1000005;1500013;1500049;1500053;1500044;1500023;1500050;1500070;1500035;1500046;1500058;1500038;1500007;1500001;1000001;1500246;1500257;1500255;1500251;1000013;1500313;1500326;1500309;1000008;1500097;1500098;1500110;1000049,1000386;1000001;1000002;1000003;1000004;1000005;1000006;1000007;1000008;1000009;1000010;1000011;1000012;1000363;1000852;1000241;1000242;1000243;1000863;1000986;1000306;1000307;1000979;1000554;1000104;1000105;1000581
1000005,1000050,62862.86,1000005;1500013;1500049;1500053;1500044;1500023;1500050;1500070;1500035;1500046;1500058;1500038;1500007;1500001;1500073;1000050,1000386;1000001;1000002;1000003;1000004;1000005;1000006;1000007;1000008;1000009;1000010;1000011;1000012;1000013;1000507
1000006,1000001,9553.63,1000006;1500248;1500258;1000026;1500346;1500335;1000003;1500007;1500001;1000001,1000856;1000238;1000877;1001052;1000321;1001031;1000374;1000012;1000363
1000006,1000002,28559.72,1000006;1500248;1500258;1000026;1500346;1500335;1000003;1500007;1500001;1500073;1500029;1500041;1500055;1500017;1500004;1000002,1000856;1000238;1000877;1001052;1000321;1001031;1000374;1000012;1000013;1000014;1000015;1000016;1000017;1000018;1000369
1000006,1000003,7702.35,1000006;1500248;1500258;1000026;1500346;1500335;1000003,1000856;1000238;1000877;1001052;1000321;1001031
1000006,1000004,30560.74,1000006;1500248;1500258;1000026;1500346;1500335;1000003;1500007;1500001;1500073;1500029;1500041;1500055;1500017;1500004;1500010;1000004,1000856;1000238;1000877;1001052;1000321;1001031;1000374;1000012;1000013;1000014;1000015;1000016;1000017;1000018;1000019;1000381
1000006,1000005,61560.47,1000006;1500248;1500258;1000026;1500151;1500174;1500160;1500148;1500183;1500165;1500136;1000014;1500137;1500158;1500169;1500163;1500126;1000005,1000856;1000238;1000877;1000662;1000124;1000125;1000126;1000127;1000128;1000129;1000633;1000634;1000154;1000155;1000156;1000157;1000613
1000006,1000007,35562.81,1000006;1500248;1500258;1000026;1500346;1500335;1000003;1500007;1500001;1500073;1500029;1500041;1500055;1500017;1500004;1500010;1500032;1500014;1000007,1000856;1000238;1000877;1001052;1000321;1001031;1000374;1000012;1000013;1000014;1000015;1000016;1000017;1000018;1000019;1000020;1000021;1000389
1000006,1000008,28259.67,1000006;1500248;1500258;1000026;1500346;1500335;1000003;1500007;1500001;1000001;1500246;1500257;1500255;1500251;1000013;1500313;1500326;1500309;1000008,1000856;1000238;1000877;1001052;1000321;1001031;1000374;1000012;1000363;1000852;1000241;1000242;1000243;1000863;1000986;1000306;1000307;1000979
1000006,1000009,66267.39,1000006;1500248;1500258;1000026;1500346;1500335;1000003;1500007;1500001;1000001;1500246;1500257;1500255;1500251;1000013;1500313;1500326;1500309;1500320;1500327;1500329;1500317;1500331;1500323;1500311;1000009,1000856;1000238;1000877;1001052;1000321;1001031;1000374;1000012;1000363;1000852;1000241;1000242;1000243;1000863;1000986;1000306;1000307;1000308;1000309;1000310;1000311;1000312;1000313;1000314;1000983
1000006,1000010,34111.44,1000006;1500248;1500258;1000026;1500346;1500335;1000003;1500007;1500001;1000001;1500246;1500257;1500255;1500251;1000013;1500313;1500326;1500309;1000008;1500097;1500098;1000010,1000856;1000238;1000877;1001052;1000321;1001031;1000374;1000012;1000363;1000852;1000241;1000242;1000243;1000863;1000986;1000306;1000307;1000979;1000554;1000104;1000557
1000006,1000011,26409.04,1000006;1500248;1500258;1000026;1500346;1500335;1000003;1500007;1500001;1500073;1500029;1500041;1000029;1500089;1500090;1500081;1000011,1000856;1000238;1000877;1001052;1000321;1001031;1000374;1000012;1000013;1000014;1000015;1000443;1000538;1000083;1000084;1000523
1000006,1000012,44564.89,1000006;1500248;1500258;1000026;1500346;1500335;1000003;1500007;1500001;1500073;1500029;1500041;1500055;1500017;1500004;1500010;1500032;1500014;1500026;1500020;1000012,1000856;1000238;1000877;1001052;1000321;1001031;1000374;1000012;1000013;1000014;1000015;1000016;1000017;1000018;1000019;1000020;1000021;1000022;1000023;1000401
1000006,1000013,20407.03,1000006;1500248;1500258;1000026;1500346;1500335;1000003;1500007;1500001;1000001;1500246;1500257;1500255;1500251;1000013,1000856;1000238;1000877;1001052;1000321;1001031;1000374;1000012;1000363;1000852;1000241;1000242;1000243;1000863
1000006,1000014,29706.98,1000006;1500248;1500258;1000026;1500151;1500174;1500160;1500148;1500183;1500165;1500136;1000014,1000856;1000238;1000877;1000662;1000124;1000125;1000126;1000127;1000128;1000129;1000633
1000006,1000015,39563.85,1000006;1500248;1500258;1000026;1500346;1500335;1000003;1500007;1500001;1500073;1500029;1500041;1500055;1500017;1500004;1500010;1500032;1500014;1500026;1000015,1000856;1000238;1000877;1001052;1000321;1001031;1000374;1000012;1000013;1000014;1000015;1000016;1000017;1000018;1000019;1000020;1000021;1000022;1000413
1000006,1000016,2851.03,1000006;1500197;1500207;1000016,1000754;1000191;1000775
1000006,1000017,10703.76,1000006;1500197;1500207;1500228;1500231;1000037;1500374;1500367;1000017,1000754;1000191;1000192;1000193;1000823;1001108;1000361;1001095
1000006,1000018,46113.42,1000006;1500248;1500258;1000026;1500346;1500335;1000003;1500007;1500001;1000001;1500246;1500257;1500255;1500251;1000013;1500313;1500326;1500309;1000008;1500097;1500098;1500110;1500102;1000018,1000856;1000238;1000877;1001052;1000321;1001031;1000374;1000012;1000363;1000852;1000241;1000242;1000243;1000863;1000986;1000306;1000307;1000979;1000554;1000104;1000105;1000106;1000565
1000006,1000019,21555.65,1000006;1500248;1500258;1000026;1500346;1500335;1000003;1500007;1500001;1500073;1500029;1000019,1000856;1000238;1000877;1001052;1000321;1001031;1000374;1000012;1000013;1000014;1000419
1000006,1000020,47114.74,1000006;1500248;1500258;1000026;1500346;1500335;1000003;1500007;1500001;1000001;1500246;1500257;1500255;1500251;1000013;1500313;1500326;1500309;1000008;1500249;1500256;1500264;1500265;1500254;1000020,1000856;1000238;1000877;1001052;1000321;1001031;1000374;1000012;1000363;1000852;1000241;1000242;1000243;1000863;1000986;1000306;1000307;1000979;1000858;1000246;1000247;1000248;1000249;1000869
1000006,1000021,17405.99,1000006;1500248;1500258;1000026;1500346;1500335;1000003;1500007;1500001;1000001;1500246;1500257;1500255;1000021,1000856;1000238;1000877;1001052;1000321;1001031;1000374;1000012;1000363;1000852;1000241;1000242;1000871
1000006,1000022,33561.79,1000006;1500248;1500258;1000026;1500346;1500335;1000003;1500007;1500001;1500073;1500029;1500041;1500055;1500017;1500004;1500010;1500032;1000022,1000856;1000238;1000877;1001052;1000321;1001031;1000374;1000012;1000013;1000014;1000015;1000016;1000017;1000018;1000019;1000020;1000425
1000006,1000023,33111.49,1000006;1500248;1500258;1000026;1500346;1500335;1000003;1500007;1500001;1000001;1500246;1500257;1500255;1500251;1000013;1500313;1500326;1500309;1000008;1500249;1500256;1000023,1000856;1000238;1000877;1001052;1000321;1001031;1000374;1000012;1000363;1000852;1000241;1000242;1000243;1000863;1000986;1000306;1000307;1000979;1000858;1000246;1000873
1000006,1000024,17704.16,1000006;1500248;1500258;1000026;1500151;1500174;1500160;1500148;1000024,1000856;1000238;1000877;1000662;1000124;1000125;1000126;1000657
1000006,1000025,13404.94,1000006;1500248;1500258;1000026;1500346;1500335;1000003;1500007;1500001;1000001;1500246;1500257;1000025,1000856;1000238;1000877;1001052;1000321;1001031;1000374;1000012;1000363;1000852;1000241;1000875
1000006,1000026,3851.13,1000006;1500248;1500258;1000026,1000856;1000238;1000877
1000006,1000027,59718.81,1000006;1500248;1500258;1000026;1500346;1500335;1500333;1500356;1500344;1500348;1500351;1500339;1500334;1500336;1500345;1500338;1500341;1500340;1500355;1500353;1500354;1500347;1000027,1000856;1000238;1000877;1001052;1000321;1000322;1000323;1000324;1000325;1000326;1000327;1000328;1000329;1000330;1000331;1000332;1000333;1000334;1000335;1000336;1000338;1001055
1000006,1000028,62117.06,1000006;1500248;1500258;1000026;1500346;1500335;1000003;1500007;1500001;1000001;1500246;1500257;1500255;1500251;1000013;1500313;1500326;1500309;1000008;1500249;1500256;1500264;1500265;1500254;1500266;1500259;1000028,1000856;1000238;1000877;1001052;1000321;1001031;1000374;1000012;1000363;1000852;1000241;1000242;1000243;1000863;1000986;1000306;1000307;1000979;1000858;1000246;1000247;1000248;1000249;1000250;1000251;1000879
1000006,1000029,22556.66,1000006;1500248;1500258;1000026;1500346;1500335;1000003;1500007;1500001;1500073;1500029;1500041;1000029,1000856;1000238;1000877;1001052;1000321;1001031;1000374;1000012;1000013;1000014;1000015;1000443
1000006,1000030,4852.03,1000006;1500197;1500207;1500228;1000030,1000754;1000191;1000192;1000817
1000006,1000031,33557.45,1000006;1500248;1500258;1000026;1500151;1500174;1500160;1500148;1500183;1500165;1500136;1000014;1500137;1500158;1000031,1000856;1000238;1000877;1000662;1000124;1000125;1000126;1000127;1000128;1000129;1000633;1000634;1000154;1000677
1000006,1000032,29258.63,1000006;1500248;1500258;1000026;1500346;1500335;1000003;1500007;1500001;1000001;1500246;1500257;1500255;1500251;1000013;1500189;1500190;1000032,1000856;1000238;1000877;1001052;1000321;1001031;1000374;1000012;1000363;1000852;1000241;1000242;1000243;1000863;1000738;1000180;1000741
1000006,1000033,12703.19,1000006;1500248;1500258;1000026;1500151;1500174;1500160;1000033,1000856;1000238;1000877;1000662;1000124;1000125;1000681
1000006,1000034,53559.42,1000006;1500248;1500258;1000026;1500151;1500174;1500160;1500148;1500183;1500165;1500136;1000014;1500137;1500158;1500169;1500163;1000034,1000856;1000238;1000877;1000662;1000124;1000125;1000126;1000127;1000128;1000129;1000633;1000634;1000154;1000155;1000156;1000687
1000006,1000035,24555.92,1000006;1500248;1500258;1000026;1500151;1500174;1500160;1500148;1500183;1000048;1500184;1500166;1000035,1000856;1000238;1000877;1000662;1000124;1000125;1000126;1000127;1000727;1000728;1000152;1000693
1000006,1000036,39558.42,1000006;1500248;1500258;1000026;1500151;1500174;1500160;1500148;1500183;1500165;1500136;1000014;1500137;1500158;1500169;1000036,1000856;1000238;1000877;1000662;1000124;1000125;1000126;1000127;1000128;1000129;1000633;1000634;1000154;1000155;1000699
1000006,1000037,7852.96,1000006;1500197;1500207;1500228;1500231;1000037,1000754;1000191;1000192;1000193;1000823
1000006,1000038,24557.67,1000006;1500248;1500258;1000026;1500346;1500335;1000003;1500007;1500001;1500073;1500029;1500041;1500055;1000038,1000856;1000238;1000877;1001052;1000321;1001031;1000374;1000012;1000013;1000014;1000015;1000016;1000471
1000006,1000039,15704.74,1000006;1500197;1500207;1500228;1500231;1000037;1500374;1500367;1500376;1000039,1000754;1000191;1000192;1000193;1000823;1001108;1000361;1000362;1001113
1000006,1000040,7702.27,1000006;1500248;1500258;1000026;1500151;1500174;1000040,1000856;1000238;1000877;1000662;1000124;1000709
1000006,1000041,25258.42,1000006;1500248;1500258;1000026;1500346;1500335;1000003;1500007;1500001;1000001;1500246;1500257;1000025;1500106;1500104;1500100;1500109;1000041,1000856;1000238;1000877;1001052;1000321;1001031;1000374;1000012;1000363;1000852;1000241;1000875;1000572;1000100;1000101;1000102;1000579
1000006,1000042,50567.00,1000006;1500248;1500258;1000026;1500346;1500335;1000003;1500007;1500001;1500073;1500029;1500041;1500055;1500017;1500004;1500010;1500032;1500014;1500026;1500020;1500067;1500061;1000042,1000856;1000238;1000877;1001052;1000321;1001031;1000374;1000012;1000013;1000014;1000015;1000016;1000017;1000018;1000019;1000020;1000021;1000022;1000023;1000024;1000025;1000483
1000006,1000043,55568.05,1000006;1500248;1500258;1000026;1500346;1500335;1000003;1500007;1500001;1500073;1500029;1500041;1500055;1500017;1500004;1500010;1500032;1500014;1500026;1500020;1500067;1500061;1500064;1000043,1000856;1000238;1000877;1001052;1000321;1001031;1000374;1000012;1000013;1000014;1000015;1000016;1000017;1000018;1000019;1000020;1000021;1000022;1000023;1000024;1000025;1000026;1000489
1000006,1000044,37112.57,1000006;1500248;1500258;1000026;1500346;1500335;1000003;1500007;1500001;1000001;1500246;1500257;1500255;1500251;1000013;1500313;1500326;1500309;1000008;1500249;1500256;1500264;1000044,1000856;1000238;1000877;1001052;1000321;1001031;1000374;1000012;1000363;1000852;1000241;1000242;1000243;1000863;1000986;1000306;1000307;1000979;1000858;1000246;1000247;1000889
1000006,1000045,47565.94,1000006;1500248;1500258;1000026;1500346;1500335;1000003;1500007;1500001;1500073;1500029;1500041;1500055;1500017;1500004;1500010;1500032;1500014;1500026;1500020;1500067;1000045,1000856;1000238;1000877;1001052;1000321;1001031;1000374;1000012;1000013;1000014;1000015;1000016;1000017;1000018;1000019;1000020;1000021;1000022;1000023;1000024;1000495
1000006,1000046,42113.67,1000006;1500248;1500258;1000026;1500346;1500335;1000003;1500007;1500001;1000001;1500246;1500257;1500255;1500251;1000013;1500313;1500326;1500309;1000008;1500249;1500256;1500264;1500265;1000046,1000856;1000238;1000877;1001052;1000321;1001031;1000374;1000012;1000363;1000852;1000241;1000242;1000243;1000863;1000986;1000306;1000307;1000979;1000858;1000246;1000247;1000248;1000891
1000006,1000047,53115.86,1000006;1500248;1500258;1000026;1500346;1500335;1000003;1500007;1500001;1000001;1500246;1500257;1500255;1500251;1000013;1500313;1500326;1500309;1000008;1500249;1500256;1500264;1500265;1500254;1500266;1000047,1000856;1000238;1000877;1001052;1000321;1001031;1000374;1000012;1000363;1000852;1000241;1000242;1000243;1000863;1000986;1000306;1000307;1000979;1000858;1000246;1000247;1000248;1000249;1000250;1000893
1000006,1000048,21705.13,1000006;1500248;1500258;1000026;1500151;1500174;1500160;1500148;1500183;1000048,1000856;1000238;1000877;1000662;1000124;1000125;1000126;1000127;1000727
1000006,1000049,43112.43,1000006;1500248;1500258;1000026;1500346;1500335;1000003;1500007;1500001;1000001;1500246;1500257;1500255;1500251;1000013;1500313;1500326;1500309;1000008;1500097;1500098;1500110;1000049,1000856;1000238;1000877;1001052;1000321;1001031;1000374;1000012;1000363;1000852;1000241;1000242;1000243;1000863;1000986;1000306;1000307;1000979;1000554;1000104;1000105;1000581
1000006,1000050,14554.63,1000006;1500248;1500258;1000026;1500346;1500335;1000003;1500007;1500001;1500073;1000050,1000856;1000238;1000877;1001052;1000321;1001031;1000374;1000012;1000013;1000507
1000007,1000001,25709.83,1000007;1500362;1500369;1500360;1500358;1500363;1500375;1500372;1000029;1500154;1500142;1500186;1500114;1000001,1001084;1000346;1000347;1000348;1000349;1000350;1000351;1001105;1000668;1000119;1000120;1000121;1000589
1000007,1000002,7704.16,1000007;1500128;1500145;1000022;1500105;1500095;1500094;1000002,1000616;1000113;1000651;1000570;1000092;1000093;1000549
1000007,1000003,26860.46,1000007;1500362;1500369;1500360;1500358;1500363;1500375;1500372;1500368;1500380;1500357;1500359;1000003,1001084;1000346;1000347;1000348;1000349;1000350;1000351;1000352;1000353;1000354;1000355;1001079
1000007,1000004,5703.19,1000007;1500128;1500145;1000022;1500105;1500095;1000004,1000616;1000113;1000651;1000570;1000092;1000551
1000007,1000005,88570.76,1000007;1500362;1500369;1500360;1500358;1500363;1500375;1500372;1500368;1500380;1500357;1500359;1500370;1000026;1500151;1500174;1500160;1500148;1500183;1500165;1500136;1000014;1500137;1500158;1500169;1500163;1500126;1000005,1001084;1000346;1000347;1000348;1000349;1000350;1000351;1000352;1000353;1000354;1000355;1000356;1001101;1000662;1000124;1000125;1000126;1000127;1000128;1000129;1000633;1000634;1000154;1000155;1000156;1000157;1000613
1000007,1000006,34862.36,1000007;1500362;1500369;1500360;1500358;1500363;1500375;1500372;1500368;1500380;1500357;1500359;1500370;1500361;1000006,1001084;1000346;1000347;1000348;1000349;1000350;1000351;1000352;1000353;1000354;1000355;1000356;1000357;1001083
1000007,1000008,42714.06,1000007;1500362;1500369;1500360;1500358;1500363;1500375;1500372;1000029;1500324;1500315;1500332;1500321;1500318;1500313;1500326;1500309;1000008,1001084;1000346;1000347;1000348;1000349;1000350;1000351;1001105;1001008;1000301;1000302;1000303;1000304;1000305;1000306;1000307;1000979
1000007,1000009,80721.79,1000007;1500362;1500369;1500360;1500358;1500363;1500375;1500372;1000029;1500324;1500315;1500332;1500321;1500318;1500313;1500326;1500309;1500320;1500327;1500329;1500317;1500331;1500323;1500311;1000009,1001084;1000346;1000347;1000348;1000349;1000350;1000351;1001105;1001008;1000301;1000302;1000303;1000304;1000305;1000306;1000307;1000308;1000309;1000310;1000311;1000312;1000313;1000314;1000983
1000007,1000010,48565.36,1000007;1500362;1500369;1500360;1500358;1500363;1500375;1500372;1000029;1500154;1500142;1500186;1000050;1500111;1500106;1500104;1500100;1500109;1500097;1500098;1000010,1001084;1000346;1000347;1000348;1000349;1000350;1000351;1001105;1000668;1000119;1000120;1000733;1000582;1000099;1000100;1000101;1000102;1000103;1000104;1000557
1000007,1000011,9854.52,1000007;1500308;1500319;1500307;1500306;1500312;1000011,1000976;1000295;1000296;1000297;1000298;1000985
1000007,1000012,9852.73,1000007;1500014;1500026;1500020;1000012,1000388;1000022;1000023;1000401
1000007,1000013,35562.22,1000007;1500362;1500369;1500360;1500358;1500363;1500375;1500372;1000029;1500154;1500142;1500186;1000050;1500111;1500106;1500104;1500100;1000013,1001084;1000346;1000347;1000348;1000349;1000350;1000351;1001105;1000668;1000119;1000120;1000733;1000582;1000099;1000100;1000101;1000561
1000007,1000014,56717.27,1000007;1500362;1500369;1500360;1500358;1500363;1500375;1500372;1500368;1500380;1500357;1500359;1500370;1000026;1500151;1500174;1500160;1500148;1500183;1500165;1500136;1000014,1001084;1000346;1000347;1000348;1000349;1000350;1000351;1000352;1000353;1000354;1000355;1000356;1001101;1000662;1000124;1000125;1000126;1000127;1000128;1000129;1000633
1000007,1000015,4851.69,1000007;1500014;1500026;1000015,1000388;1000022;1000413
1000007,1000016,36863.32,1000007;1500362;1500369;1500360;1500358;1500363;1500375;1500372;1500368;1500380;1500357;1500359;1500370;1500361;1500366;1000016,1001084;1000346;1000347;1000348;1000349;1000350;1000351;1000352;1000353;1000354;1000355;1000356;1000357;1000358;1001093
1000007,1000017,44866.20,1000007;1500362;1500369;1500360;1500358;1500363;1500375;1500372;1500368;1500380;1500357;1500359;1500370;1500361;1500366;1500373;1500374;1500367;1000017,1001084;1000346;1000347;1000348;1000349;1000350;1000351;1000352;1000353;1000354;1000355;1000356;1000357;1000358;1000359;1000360;1000361;1001095
1000007,1000018,60567.34,1000007;1500362;1500369;1500360;1500358;1500363;1500375;1500372;1000029;1500154;1500142;1500186;1000050;1500111;1500106;1500104;1500100;1500109;1500097;1500098;1500110;1500102;1000018,1001084;1000346;1000347;1000348;1000349;1000350;1000351;1001105;1000668;1000119;1000120;1000733;1000582;1000099;1000100;1000101;1000102;1000103;1000104;1000105;1000106;1000565
1000007,1000019,14707.85,1000007;1500362;1500369;1500360;1500358;1500363;1500375;1500372;1000029;1500154;1500142;1000019,1001084;1000346;1000347;1000348;1000349;1000350;1000351;1001105;1000668;1000119;1000645
1000007,1000020,61569.13,1000007;1500362;1500369;1500360;1500358;1500363;1500375;1500372;1000029;1500324;1500315;1500332;1500321;1500318;1500313;1500326;1500309;1000008;1500249;1500256;1500264;1500265;1500254;1000020,1001084;1000346;1000347;1000348;1000349;1000350;1000351;1001105;1001008;1000301;1000302;1000303;1000304;1000305;1000306;1000307;1000979;1000858;1000246;1000247;1000248;1000249;1000869
1000007,1000021,31710.89,1000007;1500362;1500369;1500360;1500358;1500363;1500375;1500372;1000029;1500324;1500315;1500332;1500321;1500318;1000021,1001084;1000346;1000347;1000348;1000349;1000350;1000351;1001105;1001008;1000301;1000302;1000303;1000304;1000997
1000007,1000022,2851.63,1000007;1500128;1500145;1000022,1000616;1000113;1000651
1000007,1000023,47565.88,1000007;1500362;1500369;1500360;1500358;1500363;1500375;1500372;1000029;1500324;1500315;1500332;1500321;1500318;1500313;1500326;1500309;1000008;1500249;1500256;1000023,1001084;1000346;1000347;1000348;1000349;1000350;1000351;1001105;1001008;1000301;1000302;1000303;1000304;1000305;1000306;1000307;1000979;1000858;1000246;1000873
